0.000000,0.000000
1.000000,97.750000
1.000000,99.949375
1.000000,99.999974
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.000000,100.000000
1.100000,99.025000
1.100000,100.087043
1.100000,99.991212
1.100000,100.000878
1.100000,99.999912
1.100000,100.000009
1.100000,99.999999
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.100000,100.000000
1.200000,100.300000
1.200000,99.938920
1.200000,100.012171
1.200000,99.997564
1.200000,100.000487
1.200000,99.999903
1.200000,100.000019
1.200000,99.999996
1.200000,100.000001
1.200000,100.000000
1.200000,100.000000
1.200000,100.000000
1.200000,100.000000
1.200000,100.000000
1.200000,100.000000
1.200000,100.000000
